checklist_id,observer_id,sampling_event_identifier,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,time_observations_started,duration_minutes,effort_distance_km,number_observers,norbob,whiibi,woothr,route_id,bbs,type
S36916650,obs90669,S36916650,US-VA,L725212,38.2557328,-77.2453893,Stationary,TRUE,2017-05-16,18.716666666666665,5,0,1,0,0,0,NA,0,test_2017
S36974188,obs115524,S36974188,US-FL,L5855872,30.173461,-83.143045,Stationary,TRUE,2017-05-18,16.7,3,0,1,0,0,0,2,1,other
S37031190,obs773431,S37031190,US-SC,L5866226,32.177001,-80.744792,Stationary,TRUE,2017-05-21,8.666666666666666,40,0,1,0,0,0,NA,0,test_2017
S37489750,obs134179,S37489750,US-GA,L4595079,31.4211682,-81.6121975,Stationary,TRUE,2017-05-26,6.366666666666666,3,0,2,0,0,0,56,1,other
S37155308,obs555245,S37155308,US-FL,L3214592,30.4729585,-84.2294007,Stationary,TRUE,2017-05-26,10.183333333333334,15,0,1,0,0,0,NA,0,test_2017
S38325300,obs842425,S38325300,US-NC,L1663502,35.7156212,-75.4935891,Traveling,TRUE,2017-06-14,13.75,50,1,1,0,0,0,NA,0,test_2017
S37002755,obs110274,S37002755,US-MS,L5402370,34.036446,-88.702777,Stationary,TRUE,2017-05-20,6.783333333333333,43,0,1,0,0,0,NA,0,test_2017
S36908035,obs695521,S36908035,US-VA,L5082211,36.751766,-75.98704,Stationary,TRUE,2017-05-16,13.183333333333334,10,0,1,0,0,0,NA,0,test_2017
S36957406,obs693423,S36957406,US-FL,L4414605,30.5625967,-84.058887,Stationary,TRUE,2017-05-17,16,60,0,1,0,0,0,NA,0,test_2017
S37471772,obs238175,S37471772,US-SC,L4849028,32.836882,-80.041742,Stationary,TRUE,2017-06-07,13,120,0,1,0,0,0,NA,0,test_2017
S36979233,obs134179,S36979233,US-GA,L5856700,32.9683068,-82.3903806,Stationary,TRUE,2017-05-19,9,22,0,1,0,0,0,NA,0,test_2017
S36955659,obs869714,S36955659,US-NC,L5807241,35.330471,-78.669663,Stationary,TRUE,2017-05-18,9.533333333333333,4,0,1,0,0,0,NA,0,test_2017
S37116942,obs57649,S37116942,US-TN,L5880438,35.03832,-89.720867,Stationary,TRUE,2017-05-23,13.6,45,0,1,0,0,0,NA,0,test_2017
S36977388,obs86529,S36977388,US-GA,L5856436,32.4057163,-82.0100535,Stationary,TRUE,2017-05-19,7.483333333333333,3,0,1,0,0,0,107,1,other
S37009231,obs110891,S37009231,US-SC,L1084160,33.4535005,-81.7933846,Traveling,TRUE,2017-05-20,12.333333333333334,90,2.414,1,0,0,0,NA,0,test_2017
S37338956,obs115524,S37338956,US-FL,L1012740,29.5920756,-82.9364991,Traveling,TRUE,2017-06-02,17.25,10,0.322,1,0,0,0,NA,0,test_2017
S37157596,obs290024,S37157596,US-VA,L5887665,37.143776,-76.743247,Traveling,TRUE,2017-05-26,10.633333333333333,183,3.219,1,0,0,1,NA,0,test_2017
S36878600,obs252136,S36878600,US-SC,L1130866,32.7434646,-79.9136066,Stationary,TRUE,2017-05-15,12.833333333333334,40,0,2,0,0,0,NA,0,test_2017
S37007375,obs132896,S37007375,US-MS,L5861824,33.8061424,-88.9999746,Stationary,TRUE,2017-05-20,10.65,3,0,1,0,0,0,54,1,other
S37117618,obs42649,S37117618,US-FL,L4217034,30.1171773,-81.4600267,Stationary,TRUE,2017-05-20,7,120,0,1,0,0,0,NA,0,test_2017
S36942068,obs130801,S36942068,US-AL,L5850693,32.509774,-87.665081,Stationary,TRUE,2017-05-17,9.6,17,0,2,0,0,0,NA,0,test_2017
S36988392,obs130801,S36988392,US-AL,L5858418,32.87941,-88.331333,Stationary,TRUE,2017-05-19,7.283333333333333,17,0,2,0,0,0,NA,0,test_2017
S37030374,obs103243,S37030374,US-FL,L365914,30.4464169,-84.247756,Traveling,TRUE,2017-05-21,7.666666666666667,50,2.414,1,0,0,0,NA,0,test_2017
S36950204,obs57649,S36950204,US-TN,L270620,35.0830029,-89.6696974,Traveling,TRUE,2017-05-17,17.416666666666668,125,4.828,1,0,0,6,NA,0,test_2017
S37033731,obs195764,S37033731,US-VA,L902117,36.6374496,-76.3688207,Traveling,TRUE,2017-05-21,10.483333333333333,35,1.127,7,0,0,0,NA,0,test_2017
S37006064,obs122516,S37006064,US-VA,L1255219,37.4084997,-77.2561169,Traveling,TRUE,2017-05-20,10.583333333333334,29,0.402,1,0,0,0,NA,0,test_2017
S36944221,obs344449,S36944221,US-SC,L3977831,32.758529,-79.8483753,Stationary,TRUE,2017-05-17,7.75,15,0,1,0,0,0,NA,0,test_2017
S37020998,obs700261,S37020998,US-GA,L790420,31.3353842,-81.4522934,Traveling,TRUE,2017-05-20,20.066666666666666,11,4.828,3,0,0,0,NA,0,test_2017
S37068997,obs456061,S37068997,US-GA,L2591475,32.0615984,-84.3086958,Stationary,TRUE,2017-05-21,8.916666666666666,15,0,1,0,0,0,NA,0,test_2017
S36898205,obs94083,S36898205,US-GA,L5723522,31.3037825,-81.5935707,Stationary,TRUE,2017-05-15,9.75,10,0,1,0,0,0,NA,0,test_2017
S37952900,obs143516,S37952900,US-SC,L446576,32.9400467,-79.6578838,Traveling,TRUE,2017-06-29,6.483333333333333,53,0.161,1,0,2,0,NA,0,test_2017
S36936872,obs163269,S36936872,US-NC,L557151,35.69718,-77.15866,Traveling,TRUE,2017-05-17,13.016666666666667,43,1.609,1,0,0,0,NA,0,test_2017
S37117061,obs57649,S37117061,US-TN,L270620,35.0830029,-89.6696974,Traveling,TRUE,2017-05-24,11.65,45,1.609,1,0,0,0,NA,0,test_2017
S36916080,obs910017,S36916080,US-TN,L5846753,35.3448032,-89.8980583,Traveling,TRUE,2017-05-16,13,5,0.161,1,0,0,0,NA,0,test_2017
S37039002,obs136097,S37039002,US-AL,L682963,32.042932,-85.4716051,Stationary,TRUE,2017-05-21,10.333333333333334,7,0,1,0,0,0,NA,0,test_2017
S36928625,obs681622,S36928625,US-FL,L5270998,30.242107,-81.6280639,Traveling,TRUE,2017-05-17,6.3,70,3.621,1,0,0,0,NA,0,test_2017
S37097359,obs520357,S37097359,US-FL,L4835276,30.1455725,-81.7580813,Stationary,TRUE,2017-05-22,11.5,30,0,1,0,0,0,NA,0,test_2017
S36920346,obs541826,S36920346,US-MS,L4011743,30.65713,-89.413844,Stationary,TRUE,2017-05-16,18.05,10,0,1,1,0,0,NA,0,test_2017
S36988846,obs736789,S36988846,US-FL,L5858516,30.256563,-81.4369345,Traveling,TRUE,2017-05-19,15.5,10,1.609,2,0,0,0,NA,0,test_2017
S37075108,obs368386,S37075108,US-FL,L2360174,30.4272952,-84.1923872,Stationary,TRUE,2017-05-22,17.316666666666666,8,0,1,0,1,0,NA,0,test_2017
S37251213,obs280538,S37251213,US-NC,L5905645,35.321025,-75.507694,Traveling,TRUE,2017-05-28,18.383333333333333,45,0.966,2,0,0,0,NA,0,test_2017
S37031514,obs130964,S37031514,US-NC,L1743452,36.1653951,-75.7558532,Traveling,TRUE,2017-05-21,8.316666666666666,45,1.127,1,0,0,0,NA,0,test_2017
S37076927,obs173306,S37076927,US-GA,L5873805,31.393682,-81.44725,Stationary,TRUE,2017-05-22,12.483333333333333,18,0,2,0,0,0,NA,0,test_2017
S37087500,obs388241,S37087500,US-VA,L2526839,36.8513815,-76.3461077,Traveling,TRUE,2017-05-20,10,60,1.609,1,0,0,0,NA,0,test_2017
S37350145,obs22878,S37350145,US-GA,L5372522,33.124189,-81.917341,Stationary,TRUE,2017-06-03,10.266666666666667,5,0,1,0,0,0,NA,0,test_2017
S37117746,obs105393,S37117746,US-NC,L477775,35.795086,-75.548172,Stationary,TRUE,2017-05-24,14.283333333333333,56,0,1,0,0,0,NA,0,test_2017
S36869962,obs229395,S36869962,US-SC,L1127557,32.7257758,-80.1925564,Stationary,TRUE,2017-05-15,8.766666666666667,40,0,1,0,0,0,NA,0,test_2017
S37054387,obs205892,S37054387,US-GA,L1032739,31.5914952,-84.1958284,Stationary,TRUE,2017-05-20,9.333333333333334,240,0,1,0,0,0,NA,0,test_2017
S37054433,obs242764,S37054433,US-TN,L732978,35.7258899,-88.2806396,Traveling,TRUE,2017-05-21,8.5,90,1.609,1,0,0,4,NA,0,test_2017
S37002191,obs809009,S37002191,US-SC,L5860851,33.826764,-78.645222,Traveling,TRUE,2017-05-20,6.9,57,1.609,1,0,0,0,NA,0,test_2017
S37337277,obs188426,S37337277,US-GA,L5922475,32.169793,-82.560007,Stationary,TRUE,2017-06-02,16.733333333333334,4,0,1,0,0,0,NA,0,test_2017
S37422876,obs930377,S37422876,US-SC,L5940416,32.314456,-80.815572,Stationary,TRUE,2017-06-05,11.666666666666666,5,0,2,0,0,0,NA,0,test_2017
S37465391,obs773300,S37465391,US-VA,L4718504,37.336951,-76.5895081,Stationary,TRUE,2017-06-08,5.633333333333333,60,0,1,0,0,0,NA,0,test_2017
S37272350,obs894235,S37272350,US-SC,L5627029,34.2404284,-80.6298798,Traveling,TRUE,2017-05-30,16.833333333333332,29,0.644,1,0,0,0,NA,0,test_2017
S37029493,obs674038,S37029493,US-FL,L5865863,30.69311,-86.121788,Stationary,TRUE,2017-05-21,6.383333333333334,2,0,1,0,0,0,NA,0,test_2017
S37121409,obs368386,S37121409,US-FL,L2360174,30.4272952,-84.1923872,Stationary,TRUE,2017-05-24,17.633333333333333,18,0,1,0,0,0,NA,0,test_2017
S36906693,obs460964,S36906693,US-GA,L109172,33.3855863,-81.96069,Traveling,TRUE,2017-05-16,8.75,130,3.219,1,0,4,0,NA,0,test_2017
S37457244,obs862633,S37457244,US-FL,L5675763,30.202689,-82.677704,Traveling,TRUE,2017-06-07,17.633333333333333,55,0.805,1,0,0,0,NA,0,test_2017
S37169837,obs281681,S37169837,US-SC,L2595270,32.60576,-80.1494694,Traveling,TRUE,2017-05-26,18.3,15,0.161,1,0,0,0,NA,0,test_2017
S37023946,obs130801,S37023946,US-MS,L5864898,33.213694,-88.390915,Stationary,TRUE,2017-05-20,9.65,17,0,2,0,0,0,NA,0,test_2017
S37034710,obs86529,S37034710,US-GA,L5866797,32.4492266,-82.0281283,Stationary,TRUE,2017-05-19,6.5,3,0,1,0,0,0,107,1,other
S37015535,obs894235,S37015535,US-SC,L5702142,34.2377771,-80.6264587,Traveling,TRUE,2017-05-20,16.033333333333335,34,0.241,2,0,0,0,NA,0,test_2017
S36879565,obs136097,S36879565,US-AL,L835964,31.9848464,-85.1088899,Stationary,TRUE,2017-05-15,10.333333333333334,4,0,1,0,0,0,NA,0,test_2017
S36913651,obs125838,S36913651,US-SC,L249381,33.980076,-81.0446793,Traveling,TRUE,2017-05-16,10,30,1.609,1,0,0,0,NA,0,test_2017
S37332275,obs230073,S37332275,US-FL,L143593,30.365942,-84.3001404,Traveling,TRUE,2017-06-02,11.616666666666667,58,0.161,1,0,0,0,NA,0,test_2017
S37409096,obs136097,S37409096,US-AL,L5937723,32.1889865,-85.1546653,Stationary,TRUE,2017-06-04,6.2,3,0,1,0,0,0,63,1,other
S36954874,obs210492,S36954874,US-VA,L5462896,37.4073748,-77.3054266,Traveling,TRUE,2017-05-18,7.433333333333334,30,0.402,1,0,0,0,NA,0,test_2017
S36952611,obs530630,S36952611,US-SC,L5852474,33.554324,-80.583415,Stationary,TRUE,2017-05-17,6.616666666666667,15,0,1,0,0,0,NA,0,test_2017
S36973979,obs115524,S36973979,US-FL,L5855811,30.233755,-83.21519,Stationary,TRUE,2017-05-18,14.883333333333333,3,0,1,0,0,0,2,1,other
S36942002,obs130801,S36942002,US-AL,L5850682,32.509752,-87.676096,Stationary,TRUE,2017-05-17,9.233333333333333,17,0,2,0,0,0,NA,0,test_2017
S37201820,obs103243,S37201820,US-FL,L365914,30.4464169,-84.247756,Traveling,TRUE,2017-05-28,7.183333333333334,35,1.609,1,0,0,0,NA,0,test_2017
S37202341,obs326514,S37202341,US-NC,L5896640,35.261771,-75.576984,Stationary,TRUE,2017-05-28,8.25,16,0,1,0,0,0,NA,0,test_2017
S37021547,obs773300,S37021547,US-VA,L4718504,37.336951,-76.5895081,Stationary,TRUE,2017-05-20,5.666666666666667,93,0,1,0,0,1,NA,0,test_2017
S37012812,obs809009,S37012812,US-SC,L2593508,33.8401937,-78.6008263,Traveling,TRUE,2017-05-20,13.666666666666666,86,2.414,1,0,0,0,NA,0,test_2017
S37063444,obs834139,S37063444,US-FL,L5871467,30.171192,-81.621785,Stationary,TRUE,2017-05-22,10.966666666666667,60,0,1,0,0,0,NA,0,test_2017
S37118148,obs869714,S37118148,US-NC,L5807241,35.330471,-78.669663,Stationary,TRUE,2017-05-24,15.216666666666667,15,0,1,0,0,0,NA,0,test_2017
S37022348,obs110157,S37022348,US-SC,L7390168,32.476131,-80.672009,Stationary,TRUE,2017-05-20,17.416666666666668,163,0,2,0,0,0,NA,0,test_2017
S37073854,obs555245,S37073854,US-FL,L2360174,30.4272952,-84.1923872,Stationary,TRUE,2017-05-22,16.016666666666666,6,0,1,0,0,0,NA,0,test_2017
S37009751,obs340316,S37009751,US-NC,L4274050,34.9122939,-78.4046817,Stationary,TRUE,2017-05-20,12.45,5,0,1,1,0,0,NA,0,test_2017
S37119689,obs235384,S37119689,US-VA,L5880926,37.3743045,-77.3628278,Stationary,TRUE,2017-05-24,11.933333333333334,35,0,1,0,0,0,NA,0,test_2017
S37409058,obs136097,S37409058,US-AL,L5937681,32.1922293,-85.2563395,Stationary,TRUE,2017-06-04,7.35,3,0,1,1,0,0,63,1,other
S37409066,obs136097,S37409066,US-AL,L5937691,32.1949257,-85.3180849,Stationary,TRUE,2017-06-04,8.05,3,0,1,1,0,0,63,1,other
S37409071,obs136097,S37409071,US-AL,L5937697,32.2180023,-85.3777777,Stationary,TRUE,2017-06-04,8.75,3,0,1,0,0,0,63,1,other
S37478194,obs377523,S37478194,US-NC,L1957878,35.5814845,-78.8389367,Stationary,TRUE,2017-06-08,15.583333333333334,15,0,1,0,0,0,NA,0,test_2017
S37228926,obs862633,S37228926,US-FL,L5675763,30.202689,-82.677704,Traveling,TRUE,2017-05-29,6.716666666666667,65,0.805,1,0,0,0,NA,0,test_2017
S37229399,obs926158,S37229399,US-NC,L5901982,35.542409,-75.47109,Traveling,TRUE,2017-05-28,8.35,240,3.219,2,0,0,0,NA,0,test_2017
S36970056,obs164979,S36970056,US-VA,L718573,36.6939,-75.9243,Traveling,TRUE,2017-05-18,20.033333333333335,15,3.219,1,0,0,0,NA,0,test_2017
S36981278,obs773300,S36981278,US-VA,L4718504,37.336951,-76.5895081,Stationary,TRUE,2017-05-19,5.666666666666667,60,0,1,1,0,1,NA,0,test_2017
S36904391,obs345677,S36904391,US-AL,L1825267,31.5154494,-87.345051,Stationary,TRUE,2017-05-16,9.516666666666667,19,0,1,0,0,0,NA,0,test_2017
S37365125,obs411471,S37365125,US-GA,L1280407,33.5480743,-82.0371008,Traveling,TRUE,2017-06-03,20.316666666666666,39,1.287,1,0,0,0,NA,0,test_2017
S37144433,obs184865,S37144433,US-NC,L365399,35.254639,-75.52154,Stationary,TRUE,2017-05-25,18.483333333333334,82,0,5,0,0,0,NA,0,test_2017
S37144497,obs577929,S37144497,US-NC,L5658969,35.336057,-75.504244,Stationary,TRUE,2017-05-25,13.716666666666667,120,0,1,0,0,0,NA,0,test_2017
S37271673,obs115524,S37271673,US-FL,L5909516,30.416004,-84.657306,Stationary,TRUE,2017-05-30,15.1,3,0,1,0,0,0,NA,0,test_2017
S37335586,obs188426,S37335586,US-GA,L5922131,32.339994,-82.255092,Stationary,TRUE,2017-06-02,15.4,3,0,1,0,0,0,NA,0,test_2017
S37274665,obs475623,S37274665,US-VA,L2643905,36.8554575,-76.1131337,Stationary,TRUE,2017-05-30,18.8,25,0,2,0,0,0,NA,0,test_2017
S37049095,obs674038,S37049095,US-FL,L5869239,30.484312,-84.024234,Stationary,TRUE,2017-05-21,19.316666666666666,5,0,1,0,0,0,NA,0,test_2017
S36968419,obs332911,S36968419,US-FL,L5854872,30.643806,-81.658669,Stationary,TRUE,2017-05-18,17.033333333333335,52,0,1,0,0,0,NA,0,test_2017
S36909548,obs157963,S36909548,US-AL,L4972907,30.6106033,-87.909699,Traveling,TRUE,2017-05-16,5.983333333333333,138,3.058,1,0,0,0,NA,0,test_2017
S36955951,obs34276,S36955951,US-NC,L365371,35.819076,-75.562966,Traveling,TRUE,2017-05-17,9.533333333333333,53,1.609,1,0,0,0,NA,0,test_2017
S36943018,obs547676,S36943018,US-NC,L4593183,35.6967239,-78.3774231,Traveling,TRUE,2017-05-17,17.916666666666668,3,4.828,1,0,0,0,NA,0,test_2017
S36973932,obs115524,S36973932,US-FL,L5855800,30.244068,-83.247793,Stationary,TRUE,2017-05-18,14.2,3,0,1,0,0,0,2,1,other
S36872447,obs482439,S36872447,US-SC,L3104537,34.3851182,-80.0741395,Stationary,TRUE,2017-05-15,8.85,56,0,1,0,0,0,NA,0,test_2017
S46615080,obs751369,S46615080,US-VA,L5797926,37.5171978,-76.8861169,Traveling,TRUE,2018-06-17,12.55,71,0.816,6,0,0,0,NA,0,train
S36871107,obs19805,S36871107,US-VA,L417475,38.0173645,-76.8826246,Traveling,TRUE,2017-05-15,7.383333333333334,122,3.219,2,0,0,1,NA,0,test_2017
S37061186,obs130964,S37061186,US-NC,L1743452,36.1653951,-75.7558532,Traveling,TRUE,2017-05-22,8,49,1.127,1,0,0,0,NA,0,test_2017
S37006211,obs539167,S37006211,US-FL,L5168049,30.331314,-82.960042,Traveling,TRUE,2017-05-20,9.333333333333334,20,0.161,1,0,0,0,NA,0,test_2017
S36880199,obs401896,S36880199,US-AL,L5841032,32.272618,-84.951537,Stationary,TRUE,2017-05-15,13.316666666666666,30,0,3,0,0,0,NA,0,test_2017
S36882284,obs529130,S36882284,US-NC,L243650,34.0499847,-77.9176247,Traveling,TRUE,2017-05-15,13.783333333333333,70,1.609,2,0,0,0,NA,0,test_2017
S36874606,obs202592,S36874606,US-GA,L353074,32.8388,-83.6077,Traveling,TRUE,2017-05-15,9.733333333333333,99,4.554,1,0,0,0,NA,0,test_2017
S36907876,obs139202,S36907876,US-GA,L353074,32.8388,-83.6077,Traveling,TRUE,2017-05-16,9.383333333333333,153,3.219,1,0,0,0,NA,0,test_2017
S46615055,obs751369,S46615055,US-VA,L7536987,37.5067234,-77.0276999,Stationary,TRUE,2018-06-17,14.033333333333333,10,0,6,0,0,0,NA,0,train
S37040988,obs849321,S37040988,US-FL,L5121103,30.3765098,-81.6196096,Traveling,TRUE,2017-05-21,9,30,0.805,2,0,0,0,NA,0,test_2017
S36903967,obs283400,S36903967,US-GA,L5413634,33.3829525,-81.9741333,Stationary,TRUE,2017-05-16,8.2,30,0,1,0,0,0,NA,0,test_2017
S36955773,obs103243,S36955773,US-FL,L292059,30.444382,-84.1754436,Traveling,TRUE,2017-05-18,7.25,148,4.828,1,1,0,0,NA,0,test_2017
S38324931,obs842425,S38324931,US-NC,L557007,35.2300561,-75.5322504,Traveling,TRUE,2017-06-14,10.933333333333334,60,1,1,0,0,0,NA,0,test_2017
S37019139,obs498462,S37019139,US-SC,L5209808,33.542193,-80.318352,Stationary,TRUE,2017-05-20,17.083333333333332,120,0,2,3,0,0,NA,0,test_2017
S38314166,obs172983,S38314166,US-AL,L856720,32.3812833,-87.7233167,Stationary,TRUE,2017-06-26,6.333333333333333,120,0,2,0,0,0,NA,0,test_2017
S36872077,obs541826,S36872077,US-MS,L5839685,30.409939,-89.398225,Stationary,TRUE,2017-05-15,7.9,5,0,1,0,0,0,NA,0,test_2017
S37009593,obs533038,S37009593,US-NC,L241664,33.964264,-77.922871,Traveling,TRUE,2017-05-20,11,100,1.609,1,0,13,0,NA,0,test_2017
S37015919,obs239991,S37015919,US-TN,L4681797,35.2912927,-89.6699753,Stationary,TRUE,2017-05-20,15.5,34,0,1,0,0,0,NA,0,test_2017
S37002161,obs368386,S37002161,US-FL,L5860846,30.374909,-84.001497,Stationary,TRUE,2017-05-20,7.433333333333334,14,0,1,0,0,0,NA,0,test_2017
S45909717,obs616682,S45909717,US-NC,L1617575,35.3077969,-79.720418,Traveling,TRUE,2018-05-21,15.433333333333334,16,0.483,1,0,0,0,NA,0,train
S45948698,obs333452,S45948698,US-NC,L2868758,35.1483431,-76.6447985,Traveling,TRUE,2018-05-23,5.633333333333333,17,2.575,1,1,0,0,NA,0,train
S36947314,obs259382,S36947314,US-GA,L5851468,31.1094769,-81.4958568,Stationary,TRUE,2017-05-17,8.833333333333334,32,0,1,0,0,0,NA,0,test_2017
S37014098,obs418187,S37014098,US-KY,L2364321,36.8532951,-88.3334188,Traveling,TRUE,2017-05-20,13.133333333333333,94,2.414,1,1,0,1,NA,0,test_2017
S37153127,obs408163,S37153127,US-MS,L1353624,34.4221244,-89.6142182,Traveling,TRUE,2017-05-25,15,30,2.414,1,0,0,0,NA,0,test_2017
S37075180,obs498462,S37075180,US-SC,L5209808,33.542193,-80.318352,Stationary,TRUE,2017-05-22,8.083333333333334,190,0,2,4,0,0,NA,0,test_2017
S45925299,obs232170,S45925299,US-FL,L5151663,30.3272626,-87.3493086,Traveling,TRUE,2018-05-22,8.45,99,1.609,1,0,0,0,NA,0,train
S36954212,obs831437,S36954212,US-AL,L5852667,32.2420453,-85.437033,Traveling,TRUE,2017-05-18,7.133333333333334,1,1.609,1,0,0,0,NA,0,test_2017
S36947741,obs895978,S36947741,US-AL,L5851570,31.1354277,-86.6506492,Stationary,TRUE,2017-05-16,18.75,120,0,3,0,0,0,NA,0,test_2017
S36971735,obs24891,S36971735,US-AL,L5855350,31.4490105,-86.4042802,Stationary,TRUE,2017-05-18,13,120,0,2,0,0,0,NA,0,test_2017
S37032747,obs525150,S37032747,US-FL,L3316022,30.4227844,-84.1047812,Traveling,TRUE,2017-05-21,9.133333333333333,83,3.219,1,0,1,0,NA,0,test_2017
S37003713,obs168148,S37003713,US-VA,L1032066,36.6966059,-76.2421507,Stationary,TRUE,2017-05-20,7.333333333333333,53,0,2,0,0,0,NA,0,test_2017
S45789847,obs35725,S45789847,US-AL,L463276,32.3978183,-85.9393555,Traveling,TRUE,2018-05-18,7.5,5,0.309,1,0,0,0,NA,0,train
S37034334,obs523463,S37034334,US-VA,L159319,37.3371864,-77.1886754,Traveling,TRUE,2017-05-21,10.116666666666667,82,2.012,1,0,0,0,NA,0,test_2017
S38337199,obs650170,S38337199,US-FL,L1857862,30.4753134,-81.6148527,Stationary,TRUE,2017-06-18,11.166666666666666,35,0,1,0,0,0,NA,0,test_2017
S45736206,obs326681,S45736206,US-SC,L462851,32.7913603,-80.1975989,Traveling,TRUE,2018-05-16,8.5,180,2.655,7,0,6,0,NA,0,train
S38293181,obs300139,S38293181,US-SC,L109521,33.7833333,-80.7833333,Traveling,TRUE,2017-05-18,11.25,180,4.828,2,0,0,0,NA,0,test_2017
S37022534,obs47214,S37022534,US-FL,L4349738,29.94428,-81.6722092,Traveling,TRUE,2017-05-20,11.333333333333334,20,0.805,1,0,1,0,NA,0,test_2017
S45788439,obs514319,S45788439,US-NC,L5094984,36.0646566,-77.8176425,Traveling,TRUE,2018-05-18,6.833333333333333,6,0.274,1,0,0,0,NA,0,train
S36947670,obs301564,S36947670,US-NC,L927721,34.0208928,-78.0637729,Stationary,TRUE,2017-05-17,16.25,100,0,1,0,6,0,NA,0,test_2017
S45796691,obs708044,S45796691,US-SC,L7427469,33.765581,-78.863168,Stationary,TRUE,2018-05-18,12.666666666666666,5,0,1,0,0,0,NA,0,train
S37032419,obs94002,S37032419,US-GA,L5777657,32.506278,-84.907977,Stationary,TRUE,2017-05-20,9.083333333333334,90,0,1,0,0,0,NA,0,test_2017
S37013006,obs49257,S37013006,US-VA,L5862916,38.037591,-76.893998,Traveling,TRUE,2017-05-20,14.95,14,0.966,1,0,0,1,NA,0,test_2017
S36921807,obs332678,S36921807,US-VA,L5766875,36.6507064,-75.9007215,Traveling,TRUE,2017-05-16,17.75,85,1.609,1,0,0,0,NA,0,test_2017
S38293061,obs300139,S38293061,US-SC,L109521,33.7833333,-80.7833333,Traveling,TRUE,2017-05-17,17.5,100,1.609,2,0,0,0,NA,0,test_2017
S45820644,obs295637,S45820644,US-SC,L2025528,33.0783812,-80.0105014,Stationary,TRUE,2018-05-19,10,5,0,1,0,0,0,NA,0,train
S36969551,obs433373,S36969551,US-SC,L5522713,32.8176141,-80.03337,Traveling,TRUE,2017-05-18,18.916666666666668,23,3.701,1,0,0,0,NA,0,test_2017
S45960636,obs930358,S45960636,US-MS,L7304185,32.3217723,-90.2212339,Traveling,TRUE,2018-05-23,12.416666666666666,101,1.754,1,0,0,2,NA,0,train
S37035676,obs34276,S37035676,US-NC,L878778,35.9373629,-76.5137672,Stationary,TRUE,2017-05-20,7.733333333333333,34,0,2,0,0,0,NA,0,test_2017
S37028203,obs33814,S37028203,US-VA,L3610959,36.8914285,-76.2688065,Traveling,TRUE,2017-05-21,4.05,7,0.805,1,0,0,0,NA,0,test_2017
S37029906,obs157963,S37029906,US-AL,L919291,30.6282373,-87.9195714,Traveling,TRUE,2017-05-21,6.483333333333333,28,0.805,1,0,0,0,NA,0,test_2017
S37003359,obs922754,S37003359,US-FL,L5861088,30.4580275,-84.1688653,Traveling,TRUE,2017-05-20,8.716666666666667,20,0.805,1,0,2,0,NA,0,test_2017
S36907700,obs130964,S36907700,US-NC,L1743452,36.1653951,-75.7558532,Traveling,TRUE,2017-05-16,7.933333333333334,103,0.644,1,0,0,0,NA,0,test_2017
S36971910,obs5474,S36971910,US-FL,L5855424,29.6836042,-83.0099676,Stationary,TRUE,2017-05-18,8.666666666666666,120,0,2,0,0,0,NA,0,test_2017
S36972022,obs47214,S36972022,US-FL,L2710210,30.1729567,-81.6968036,Traveling,TRUE,2017-05-16,19,20,3.219,1,0,0,0,NA,0,test_2017
S45956469,obs139383,S45956469,US-VA,L3150968,37.242483,-76.765581,Stationary,TRUE,2018-05-22,7.966666666666667,59,0,2,0,0,0,NA,0,train
S45795960,obs514319,S45795960,US-NC,L357297,34.2144993,-77.7905846,Traveling,TRUE,2018-05-18,11.966666666666667,23,0.306,1,0,0,0,NA,0,train
S45959334,obs672476,S45959334,US-GA,L6313939,31.252243,-81.287037,Stationary,TRUE,2018-05-23,11.75,45,0,5,0,4,0,NA,0,train
S45760424,obs354386,S45760424,US-MS,L7210041,31.55254,-91.386267,Traveling,TRUE,2018-05-17,6.066666666666666,80,1.609,4,0,0,6,NA,0,train
S45856038,obs359210,S45856038,US-TN,L7438360,35.6829686,-88.7782481,Traveling,TRUE,2018-05-20,10.016666666666667,8,0.209,1,0,0,0,NA,0,train
S36953788,obs831437,S36953788,US-AL,L5852609,32.2320142,-85.5295973,Stationary,TRUE,2017-05-18,5.783333333333333,54,0,1,7,0,0,NA,0,test_2017
S36953970,obs448048,S36953970,US-NC,L5852631,34.2987264,-77.8389398,Stationary,TRUE,2017-05-18,7.666666666666667,10,0,1,0,0,0,NA,0,test_2017
S36902337,obs195623,S36902337,US-GA,L3905767,32.020581,-80.89894,Traveling,TRUE,2017-05-15,13.666666666666666,86,0.966,1,0,0,0,NA,0,test_2017
S36902338,obs47214,S36902338,US-FL,L1159080,30.0878014,-81.7009154,Stationary,TRUE,2017-05-15,10.25,75,0,1,0,0,0,NA,0,test_2017
S45932094,obs761794,S45932094,US-SC,L2394283,33.1926591,-79.970727,Traveling,TRUE,2018-05-22,7.5,30,0.805,1,0,0,0,NA,0,train
S45736570,obs431606,S45736570,US-MS,L1267221,30.3786022,-88.5197639,Traveling,TRUE,2018-05-15,10.25,20,0.483,1,0,0,0,NA,0,train
S45760663,obs201044,S45760663,US-GA,L7421680,31.340767,-81.591411,Stationary,TRUE,2018-05-17,8.55,1,0,1,0,0,0,NA,0,train
